CustID,MoB,MaxBalance,PchActiveMths,FinCharges,OnlineTxn,PaytoBalance,OfflinePay,ActiveCards
C#20590242531817,85,169.05,3,7.10,48.98,13.64,1.52,3
C#68666399772418,74,178.01,3,10.13,51.32,20.73,1.84,1
C#36910728918906,199,219.87,9,14.68,21.47,34.80,4.55,2
C#47313622146003,265,119.19,3,17.37,9.00,21.92,36.52,3
C#16850507909497,174,264.00,9,8.96,24.99,71.48,2.99,5
C#76122801201243,155,384.39,6,29.80,9.41,29.82,39.57,3
C#36246207390739,171,216.10,2,16.00,48.29,22.19,2.18,3
C#58063189231442,107,184.77,3,17.34,53.71,13.60,1.25,3
C#99152143700741,111,147.68,3,10.38,50.25,14.32,1.44,1
C#38462310149405,173,221.00,3,14.69,37.63,15.93,1.69,2
C#17979538776192,105,1351.40,6,217.89,20.65,12.52,4.51,6
C#49722967276514,133,140.21,2,1.27,48.98,11.12,1.18,1
C#1370420936899,96,92.96,1,0.85,39.47,13.73,0.83,1
C#54803012858775,106,397.07,8,10.64,38.87,77.54,5.05,4
C#88143036188735,126,138.78,2,1.23,41.51,9.72,1.17,1
C#36364862992963,141,429.59,5,44.40,49.02,35.24,3.36,4
C#14166681579759,136,214.79,3,15.92,6.42,12.65,45.13,4
C#51509085361387,109,178.19,2,9.82,58.19,11.63,1.49,2
C#5692802611809,283,291.33,8,12.78,48.08,72.90,5.31,3
C#48954977586155,194,299.71,2,7.96,16.31,31.98,28.43,3
C#98754486764947,138,135.54,1,0.99,41.36,15.03,0.70,2
C#35074599906182,86,183.14,3,13.56,37.76,22.92,1.48,2
C#14082132024555,133,118.04,3,13.84,17.35,36.01,1.12,2
C#70455592218346,176,1332.62,11,363.48,37.16,16.09,10.22,4
C#8067958472535,126,248.48,3,22.63,48.51,24.30,1.70,2
C#30821530121287,188,2070.58,8,244.44,57.75,9.98,9.51,3
C#71221648367381,115,343.15,3,18.84,10.83,16.49,37.58,3
C#16439469004746,110,81.01,1,1.50,51.97,8.86,0.93,3
C#30197594719139,188,2153.40,10,109.51,38.75,17.22,7.85,7
C#14701774614818,131,260.16,4,13.35,33.69,18.82,1.15,2
C#62580945983788,177,386.47,5,25.70,8.81,20.06,60.46,4
C#50149123569258,117,245.03,2,13.10,53.25,15.85,1.77,2
C#82014121577275,134,319.47,12,4.42,48.88,96.66,9.12,5
C#64890402758451,153,358.17,9,14.39,37.85,60.70,4.53,3
C#810116242249,156,418.35,3,19.81,36.61,26.26,3.00,4
C#6179192221657,162,223.43,4,8.55,64.22,23.54,2.08,2
C#44129540868711,76,99.09,4,21.21,33.35,18.57,1.40,2
C#98970518233357,133,151.69,1,1.43,49.21,12.80,1.27,3
C#96898985574368,126,47.56,1,1.53,42.59,15.19,1.10,2
C#22639437397293,137,520.69,4,24.75,30.52,16.78,2.99,10
C#99976102308676,197,1523.90,5,232.15,56.90,14.80,6.32,4
C#26077006215324,154,285.35,4,16.95,41.41,19.91,1.82,3
C#44031595230555,136,308.68,4,30.14,9.76,10.11,26.10,4
C#40990140377958,84,608.37,3,49.50,60.51,10.00,1.10,10
C#62606950533878,122,112.78,1,1.11,48.19,15.17,0.26,2
C#36556071526962,112,243.02,3,41.83,38.55,17.53,2.98,6
C#45385966565283,161,186.18,3,13.91,52.08,21.95,1.34,2
C#11767363665360,174,828.02,9,273.94,24.86,16.55,10.01,5
C#5456256525099,160,212.04,3,12.26,49.07,10.83,1.67,1
C#85591449259324,98,99.72,1,0.95,78.24,18.14,0.92,2
C#74801695082777,247,2046.58,4,285.62,35.09,11.38,4.95,8
C#45775954262103,211,326.99,8,10.86,49.94,48.97,6.31,2
C#13247497939865,118,319.64,3,16.54,41.90,21.35,1.57,2
C#20389305126821,130,121.26,2,1.72,44.79,13.16,0.94,2
C#28016913381562,156,38.88,1,0.95,70.07,10.27,1.48,2
C#51990065260204,252,271.97,5,20.39,11.30,17.25,54.22,4
C#70432677530143,69,132.23,1,1.39,60.13,11.56,0.78,2
C#16911305886408,100,320.22,4,13.15,39.44,11.82,0.81,2
C#3973616634818,151,200.34,2,16.09,46.23,17.55,1.39,2
C#50765328022823,162,225.41,4,23.22,13.30,33.70,31.75,3
C#45594855646143,176,551.63,4,46.71,61.16,22.56,3.32,7
C#46154970906886,51,297.57,5,7.49,10.06,16.59,28.45,3
C#29090507183016,111,306.42,2,49.53,75.26,21.85,3.49,7
C#1565784379495,128,262.62,4,47.51,37.64,16.44,3.67,6
C#40048473072141,118,263.15,5,12.14,56.47,21.60,1.50,1
C#7711433862460,135,196.16,2,21.52,47.87,28.58,0.43,2
C#80519886478280,145,531.65,4,40.42,35.92,18.89,2.52,7
C#99693615533418,149,129.13,1,1.72,45.50,12.71,1.04,2
C#88869684665719,78,177.73,2,1.39,38.96,13.26,1.49,2
C#69212212290992,176,299.52,2,8.14,10.39,38.91,50.52,2
C#65313063015236,122,232.16,4,22.01,43.42,16.56,2.38,2
C#98319462775911,312,228.38,9,12.08,38.31,71.09,9.72,5
C#25642762258190,140,372.21,5,39.92,41.63,20.99,2.42,7
C#72707776751960,120,150.92,3,13.22,51.18,19.72,1.05,2
C#5039937215517,248,273.09,5,18.48,11.13,11.30,31.50,4
C#81346318172405,99,37.78,1,0.98,51.37,11.73,0.81,2
C#21606007005930,214,1182.18,6,160.91,44.95,25.35,5.78,5
C#37720251294657,92,102.75,2,1.89,59.01,6.54,0.73,4
C#71953596536543,76,147.60,1,1.05,43.50,11.87,0.89,1
C#32477605615539,144,274.69,11,11.11,43.59,33.35,2.27,3
C#63308348146452,219,263.13,4,18.29,9.95,27.31,28.06,3
C#87210659280501,181,256.90,4,61.05,36.47,14.30,2.63,4
C#6303310818265,41,122.40,5,15.07,54.83,18.19,1.48,2
C#29441368965143,279,253.89,3,14.03,12.28,20.51,36.45,3
C#22423839239533,89,382.98,5,42.25,45.54,13.75,2.97,6
C#11797872860172,126,205.87,3,11.39,41.72,23.52,1.80,3
C#57802234792516,168,254.60,4,12.71,20.69,22.81,1.39,1
C#89860040385081,188,217.39,3,15.79,14.47,27.19,35.09,2
C#83809601889004,115,384.21,5,34.86,69.53,15.63,3.14,8
C#5950340682499,103,118.72,4,8.18,60.62,9.94,1.51,2
C#25044252816690,287,283.27,5,23.56,14.93,25.62,24.96,2
C#8587221656289,134,396.22,5,44.16,55.76,23.57,2.41,5
C#94811040619,39,100.53,1,1.30,35.97,13.56,0.91,2
C#77837489999094,211,106.10,3,23.77,13.05,33.15,28.80,4
C#31149932635289,238,292.36,11,12.24,26.19,41.34,3.94,3
C#19598349412375,109,117.26,2,0.78,59.90,10.74,0.58,2
C#6033055462117,208,284.89,2,16.72,46.62,32.05,1.54,2
C#80582744124248,137,114.92,4,8.47,50.39,32.68,1.84,2
C#33870341375030,151,138.40,1,1.06,39.74,8.41,0.99,2
C#91413056887721,150,2876.24,9,295.56,43.60,14.74,8.71,6
C#20389252444331,64,80.98,1,0.98,38.68,9.29,0.90,2
C#85899827674528,154,96.14,1,1.33,46.81,10.78,1.27,1
C#82991140208488,175,107.90,1,0.63,27.08,14.16,0.65,3
C#23846542082989,173,337.96,3,31.06,10.18,33.25,34.73,4
C#2226453943695,155,155.81,4,17.46,42.90,19.16,1.22,3
C#82568631600789,81,122.36,12,5.88,39.45,60.43,6.96,2
C#61830633595966,180,106.04,1,0.91,45.50,17.30,1.08,2
C#55815958783535,100,290.57,3,57.47,46.68,19.54,2.42,9
C#60303855654044,259,185.85,4,9.15,43.33,15.90,1.58,1
C#8161542538704,128,1466.34,9,299.48,34.60,16.26,10.84,4
C#93522151892999,198,228.56,4,13.70,8.72,31.90,36.64,3
C#34562616041135,134,124.39,1,1.48,49.74,9.77,1.16,2
C#25033665532567,252,258.40,3,15.38,16.39,20.20,59.38,2
C#66739297528825,129,83.64,1,1.28,50.16,12.71,1.35,2
C#45290956044501,128,516.63,4,62.38,43.77,22.51,2.25,3
C#46321663199783,123,143.00,3,20.68,73.07,26.25,1.11,2
C#34819199281179,154,216.79,3,10.44,27.68,9.84,1.13,2
C#25747948894307,134,137.08,3,11.07,35.54,10.34,1.18,2
C#47367199153578,189,259.22,4,20.16,45.75,19.41,1.15,3
C#61293439435702,232,235.54,3,22.43,19.06,30.82,36.41,3
C#91379661401178,105,104.51,2,0.98,61.46,7.58,1.04,3
C#47838255949605,80,420.91,5,26.56,41.76,20.42,2.33,6
C#85475901069514,81,174.11,4,16.21,60.17,15.81,1.02,3
C#11307671064699,111,138.79,3,20.30,37.67,22.52,1.65,2
C#65737445796003,99,192.88,4,11.75,70.13,15.13,1.23,3
C#94204725830983,229,270.74,5,26.37,10.08,24.68,18.97,3
C#90674562266250,102,134.54,5,22.44,13.97,28.48,20.28,2
C#98319943643064,155,242.18,9,9.50,36.60,59.70,4.53,3
C#31357384686003,122,1081.63,9,240.53,36.02,16.96,5.70,3
C#28145744277354,143,215.19,3,14.20,47.78,22.61,1.56,3
C#2033501502331,92,366.14,5,25.72,50.67,22.28,2.87,8
C#1506289475350,184,674.29,10,325.11,57.49,16.51,5.05,4
C#65877885885451,157,185.69,9,11.37,49.02,34.99,6.11,3
C#23421208773103,87,218.00,4,11.14,46.59,15.83,2.23,2
C#23772466898689,224,190.07,4,15.88,7.80,29.14,25.75,3
C#25160764673320,65,182.79,4,3.42,64.82,14.19,1.42,2
C#60697371070099,171,249.23,5,33.16,45.70,20.00,1.83,6
C#90506381350139,140,115.42,3,11.35,29.65,12.30,1.41,2
C#54481437779492,116,478.69,7,57.66,85.55,25.02,3.21,9
C#60952145697307,130,276.17,4,20.15,16.83,35.88,1.55,1
C#94650289393242,134,235.32,4,3.77,42.52,22.27,1.01,3
C#94303843001362,333,140.43,3,29.42,9.08,35.54,37.60,4
C#61681241457525,81,184.42,4,27.59,43.49,20.23,0.83,5
C#10598783749228,140,248.02,5,22.73,18.26,31.68,28.89,4
C#26302129863376,194,112.51,1,1.70,32.45,13.35,1.12,3
C#91418757296775,266,196.67,8,18.98,32.74,40.77,5.55,3
C#51368789635882,149,129.48,1,1.08,73.75,13.26,0.81,2
C#43941139501722,99,139.97,1,1.34,51.56,12.93,0.76,1
C#95805804159892,155,194.01,3,16.13,26.41,16.14,1.62,2
C#50530565517973,96,174.26,3,10.80,39.33,23.28,1.57,1
C#61191838200945,175,230.00,4,6.93,61.04,23.19,1.63,2
C#12033192896338,159,141.80,1,1.70,40.00,7.55,1.27,1
C#28367489642137,273,285.14,12,11.02,46.62,59.67,4.50,4
C#8237950213359,141,357.52,6,50.36,33.75,14.82,1.77,6
C#21330650846382,273,106.86,2,34.40,10.83,31.99,51.92,3
C#92302733487102,107,92.57,2,0.90,55.25,15.87,0.49,2
C#63688366724570,193,1329.70,10,325.31,36.09,15.31,9.18,4
C#44811152751788,118,37.25,2,1.64,53.44,13.34,1.18,2
C#47098551894541,224,299.81,3,11.39,6.87,22.76,39.84,3
C#40968876603558,165,273.15,3,12.47,52.69,22.19,1.49,2
C#17027359275517,161,336.31,1,22.33,9.61,31.14,42.61,3
C#67115216821238,118,297.22,3,19.11,13.24,22.43,39.43,2
C#34091910745357,347,172.01,1,22.00,14.09,19.79,37.04,4
C#59075713832353,67,287.25,3,14.53,36.85,20.01,1.32,2
C#53593286706237,158,401.61,5,42.71,42.37,10.62,1.58,5
C#70607106663403,155,1703.81,8,329.28,31.41,15.42,7.34,3
C#10694284821678,60,260.21,2,18.79,55.14,20.07,0.79,3
C#51778180283430,116,155.56,2,0.76,51.62,10.18,0.83,3
C#9108240855005,180,59.99,2,1.42,50.10,11.77,0.76,2
C#76324436854586,266,311.95,4,28.35,10.29,25.52,56.12,2
C#73843390616066,145,136.74,4,12.83,52.78,19.68,0.77,1
C#95194101349957,113,155.29,1,2.07,41.36,9.99,0.76,2
C#6301180667706,123,186.05,3,16.32,65.93,26.49,1.45,2
C#5229963291403,171,244.21,2,12.89,53.16,24.69,1.81,3
C#65352132090245,176,119.37,2,17.54,64.67,17.19,2.20,2
C#66056440032033,77,288.25,3,15.27,24.26,15.75,2.19,1
C#52491820778940,151,271.06,8,12.14,22.21,51.39,6.49,2
C#38668503343134,148,182.36,5,22.38,14.64,28.43,42.61,2
C#61277995186051,126,92.23,1,1.48,50.33,13.77,0.78,2
C#44816234074158,117,87.23,1,0.75,51.96,16.16,0.47,2
C#80063435152454,221,164.07,3,14.61,38.90,26.02,1.98,2
C#58270512189143,101,186.96,3,17.30,39.99,18.61,1.25,2
C#14848031520945,167,425.66,3,23.99,57.76,17.66,2.55,11
C#61223064315918,199,842.07,9,221.80,29.14,14.21,7.90,4
C#28923042146996,283,326.78,3,24.81,12.08,17.27,57.17,4
C#14242878374545,138,444.09,6,49.22,51.78,15.78,2.17,15
C#8618536107880,167,123.65,1,1.35,41.34,9.02,0.85,2
C#94589714853282,128,1945.46,8,381.10,46.77,13.80,5.40,3
C#56729919450532,112,317.34,3,58.74,44.99,17.68,1.65,13
C#89403073877463,200,402.57,6,48.43,58.82,18.70,2.75,5
C#42434692474877,86,93.41,3,14.43,59.82,10.37,1.89,2
C#38816909428775,143,324.27,10,11.34,37.69,82.20,6.09,4
C#4008325205830,173,281.36,3,18.28,33.29,25.46,1.01,1
C#73000753452212,82,162.23,3,16.62,60.53,13.18,1.31,3
C#5315453729499,120,126.59,2,1.39,37.77,12.83,0.87,2
C#43882824733775,192,147.28,3,13.49,46.25,24.66,0.75,2
C#70920440060532,271,273.15,3,18.52,8.32,22.40,40.99,2
C#97765370136240,162,197.64,12,17.08,44.61,50.52,7.71,3
C#11829151615659,101,343.83,4,34.73,51.77,8.04,1.30,6
C#92460540127326,210,800.69,7,258.50,25.55,20.54,10.60,6
C#84170384923905,104,403.55,3,21.55,14.05,32.47,35.95,2
C#75795499332324,172,94.56,1,1.02,38.85,7.78,0.63,3
C#9744014824467,124,234.07,9,20.82,40.38,45.91,6.12,4
C#95734165886579,204,216.18,5,11.45,40.69,56.79,7.16,3
C#72370664880938,78,217.75,2,16.27,57.22,14.98,1.04,2
C#37205452453898,141,176.43,3,18.86,61.46,20.68,1.53,2
C#75723412074092,102,272.28,1,28.38,11.81,27.40,34.89,3
C#8255119277830,134,447.57,5,47.30,29.49,17.36,2.57,8
C#49527884493775,143,84.25,1,1.15,56.40,11.06,0.58,1
C#97800818524719,228,266.04,3,8.17,11.01,19.78,28.03,3
C#85397977307935,181,430.50,5,18.60,13.85,40.52,18.61,3
C#97571440222359,105,1544.02,5,193.52,42.56,15.35,11.06,4
C#72392232685005,162,242.05,3,12.27,49.11,17.87,2.06,2
C#65452671803531,68,267.50,3,15.56,66.83,21.02,1.37,3
C#21965198248948,101,477.42,3,48.23,45.40,14.40,3.66,6
C#48877098279124,155,200.55,2,9.37,59.31,21.80,0.70,1
C#62896320326995,186,170.25,3,9.73,55.10,23.61,0.46,3
C#65386005582645,191,265.24,3,14.89,14.20,22.67,62.62,3
C#3100737044013,101,313.01,3,42.41,57.52,12.92,3.34,6
C#77801521729291,96,268.13,2,18.80,53.46,13.93,1.69,2
C#26693822453309,18,79.28,1,1.79,49.06,16.94,0.78,2
C#19851461403932,76,150.80,3,14.64,27.66,31.87,1.25,2
C#68392766652537,107,215.00,3,18.43,9.01,17.15,44.47,2
C#94677533285719,188,161.67,3,9.36,46.57,28.07,1.18,2
C#25979850830045,268,175.97,5,21.65,17.58,9.23,33.59,2
C#37710910067313,138,76.34,2,1.15,52.30,11.66,0.65,1
C#78495782789431,85,112.89,3,0.64,38.13,9.68,0.88,2
C#54672009723295,210,324.36,6,10.65,32.38,83.76,6.51,4
C#66190654062765,174,425.88,6,47.00,39.08,15.85,2.83,6
C#88313238657514,85,217.36,1,15.18,38.48,23.27,0.84,2
C#54237491759869,91,225.94,4,17.75,48.16,15.02,1.48,2
C#46729035385840,237,319.49,11,7.21,42.48,72.77,4.30,2
C#97200846512659,150,140.44,2,12.34,59.94,22.99,1.45,2
C#50782868794016,176,85.98,1,0.72,45.95,5.44,0.81,2
C#73621166105717,78,220.65,3,17.78,46.44,14.00,0.90,2
C#63076006645763,202,188.91,12,3.85,37.71,25.14,8.47,4
C#37395272695972,91,403.54,6,49.08,41.69,25.39,1.26,7
C#25574101368427,189,343.48,5,11.69,47.29,50.16,6.38,4
C#95057406715994,157,128.82,1,1.09,34.71,11.39,0.90,1
C#24525668419116,93,204.81,3,6.10,30.51,34.38,0.70,2
C#37444333749270,241,359.21,5,19.10,9.85,25.61,38.76,3
C#82104625755290,100,187.17,4,7.96,33.80,19.19,1.84,1
C#98960997429605,100,83.89,1,1.41,45.64,13.52,1.01,3
C#20228216983444,329,199.34,4,18.38,14.34,20.89,6.94,4
C#15240641345336,237,272.15,6,10.50,56.07,33.92,7.17,4
C#95492157877166,149,557.58,5,38.63,31.84,19.78,1.14,9
C#47645760441491,107,134.24,3,16.07,33.42,29.67,1.40,2
C#19341093367581,279,203.29,9,12.75,34.37,73.71,8.07,3
C#57916573502008,148,196.67,3,27.09,37.16,17.91,2.37,7
C#53152355294198,107,341.75,3,35.47,58.18,13.84,2.63,6
C#1813002277817,144,515.06,4,57.62,40.86,17.42,2.39,6
C#83844362764968,231,335.04,3,20.21,14.73,31.39,31.95,3
C#15895919312330,241,347.51,4,26.67,11.47,28.29,51.45,3
C#86034698860545,132,310.20,5,38.34,55.71,24.01,2.32,2
C#99470503682926,120,194.37,2,16.29,52.47,9.37,1.62,3
C#8818342450958,116,194.54,3,17.32,50.95,25.63,1.39,2
C#22615614276,159,249.32,1,24.67,6.89,20.02,51.86,3
C#47541848015457,161,284.88,4,47.08,38.96,18.97,2.17,9
C#69455531754884,152,347.62,4,34.88,39.06,33.82,3.30,9
C#3626920914564,53,161.06,4,12.96,17.52,26.83,1.43,1
C#98774610003707,217,266.06,6,23.78,12.56,27.48,38.65,2
C#19062456482352,161,226.74,2,7.24,27.32,20.03,1.45,2
C#40476532407051,210,386.31,4,66.62,65.34,27.02,3.05,11
C#69806191428138,146,1235.28,8,141.08,34.15,7.98,11.18,6
C#41601190674710,154,1165.35,9,296.30,51.44,24.14,9.90,5
C#81418995561374,106,164.95,4,13.18,62.78,17.03,1.75,2
C#84792174438528,106,266.65,3,11.42,68.71,16.00,0.89,2
C#41670890909904,92,349.99,2,44.95,29.21,16.25,4.02,9
C#26924309095591,186,369.86,2,11.60,12.71,19.52,36.30,3
C#90598223888313,95,389.39,4,27.49,54.07,7.52,2.57,8
C#63275427334033,208,213.12,5,7.52,9.51,16.56,16.23,2
C#17370190982597,95,213.01,4,15.18,43.79,25.68,0.97,2
C#26600247890636,152,71.20,1,1.59,61.89,14.97,0.86,3
C#12238692241684,177,262.68,5,21.12,7.12,10.18,29.05,2
C#89546731022490,149,263.33,9,14.70,56.36,79.60,3.51,3
C#41237150837573,120,216.78,3,5.56,54.77,18.88,1.00,3
C#89714667267813,184,208.62,3,17.78,49.13,24.73,1.94,2
C#47228829640869,137,118.42,1,1.24,45.86,5.13,0.96,3
C#82923318329351,141,177.73,3,16.68,41.67,9.55,0.89,2
C#56227720534921,158,237.36,3,18.36,44.37,19.41,1.86,2
C#70105727751026,145,372.94,4,23.94,9.61,20.45,37.57,4
C#9454035651239,113,157.37,2,0.91,26.85,9.69,1.17,2
C#24013168718519,123,64.91,1,1.26,61.68,11.79,0.53,2
C#48121997642670,79,124.80,1,0.79,44.27,11.41,0.64,4
C#68555139601279,104,455.82,4,46.72,54.58,14.55,2.36,9
C#53734466155583,185,167.92,4,21.24,13.93,11.60,46.55,3
C#52630916356760,136,289.63,3,16.21,81.14,14.67,1.06,2
C#45967325490522,61,86.89,1,1.14,19.69,7.52,0.77,2
C#54729052765519,122,149.06,3,12.70,44.82,21.76,1.58,2
C#52434714398573,167,1433.33,11,307.04,22.01,12.39,8.22,4
C#88413010840499,188,2508.66,8,212.26,64.85,8.35,5.75,4
C#71423000262968,195,1425.56,4,197.45,40.79,6.68,6.80,6
C#2492357093659,136,79.80,1,0.75,48.17,4.83,0.88,2
C#52304900275137,174,294.02,3,24.88,12.20,21.00,36.71,5
C#99194217881992,280,279.71,2,16.30,11.98,22.15,21.66,2
C#75235469055789,138,228.07,3,11.44,55.22,12.92,2.10,2
C#63707153998869,113,150.41,2,1.04,50.41,9.62,0.60,2
C#3069443426474,87,206.27,4,8.48,25.16,22.80,1.67,2
C#49329671324366,71,370.86,6,32.28,43.53,21.45,3.04,4
C#4046926484652,91,296.77,3,20.51,12.90,28.97,24.20,3
C#62260875469777,194,205.43,3,13.70,48.18,14.76,1.73,2
C#79300103793662,163,233.95,3,12.91,11.35,6.08,1.30,2
C#82308402686813,111,187.21,4,9.57,34.75,20.49,1.40,2
C#32110353104982,81,80.68,1,1.52,37.03,11.44,0.87,1
C#65606401727373,54,207.86,2,16.26,70.38,18.99,1.40,2
C#79547410254740,142,91.47,2,1.38,50.92,9.89,0.70,3
C#98713600279138,109,180.91,2,7.15,43.98,22.45,0.50,2
C#92857932455168,179,62.64,4,14.92,15.52,10.67,45.79,4
C#45230039842957,136,429.49,4,53.69,76.21,26.83,3.78,8
C#27807884517831,96,227.83,3,15.24,38.89,14.52,1.87,2
C#23433357969523,204,114.10,1,1.17,58.70,3.12,1.16,2
C#73107829764129,144,255.16,8,13.64,32.80,73.12,6.46,3
C#47623955526947,175,1022.12,6,168.53,47.26,14.58,9.74,5
C#79057067820345,187,194.65,11,11.63,55.46,49.86,9.35,3
C#15383305414861,180,309.15,10,5.86,43.76,89.63,3.50,2
C#89023665969433,190,356.04,3,24.65,9.39,32.88,41.67,3
C#83660915226926,104,162.35,4,3.01,71.72,28.60,1.77,2
C#4493486493213,236,292.23,4,17.30,15.72,22.48,42.01,3
C#67314151455734,146,95.47,3,15.45,76.00,21.74,1.51,3
C#39624706801630,268,303.58,3,17.61,10.53,25.78,59.70,2
C#90429899585756,120,174.05,3,16.59,51.94,16.42,1.99,2
C#41261048080021,124,241.01,4,11.12,22.76,16.18,1.36,2
C#79307419628432,202,267.13,3,14.34,38.90,29.66,1.58,2
C#38828399547954,123,237.63,8,14.06,39.75,43.68,5.28,4
C#85755208115369,176,139.81,1,0.44,63.65,6.86,1.02,2
C#41969477866765,124,256.94,2,21.09,36.99,18.68,2.11,1
C#23616955806962,173,221.45,2,12.15,36.28,28.07,0.41,1
C#70749312941014,151,150.84,5,16.85,50.41,23.37,1.23,2
C#92611292427515,130,115.07,3,13.49,34.48,16.82,1.33,2
C#73675510659660,162,153.64,3,13.73,3.39,16.89,34.14,3
C#84612575115832,192,307.72,4,12.39,74.66,19.30,1.10,1
C#67280701394131,124,249.39,2,34.47,63.31,26.02,2.48,8
C#33922787355711,126,234.47,4,16.96,74.09,13.37,1.26,2
C#55176253744792,178,209.93,3,13.93,35.14,17.43,1.18,2
C#41958014282110,184,356.87,4,12.52,7.51,31.28,32.41,3
C#88823823206332,176,30.85,2,1.09,33.15,11.50,0.93,2
C#67049882502839,103,295.73,3,47.73,45.75,14.80,3.28,3
C#97862937577101,112,98.51,2,14.81,54.10,15.08,1.13,1
C#8790187021165,163,1437.32,8,209.69,50.97,15.51,5.51,5
C#13803788991942,178,222.08,3,12.24,36.18,26.16,0.95,2
C#16140266530749,112,109.43,1,1.44,57.06,7.73,1.29,2
C#13995142552370,193,227.17,8,17.74,30.44,38.60,4.80,3
C#96880646637731,149,109.12,1,1.31,33.25,9.76,0.53,3
C#52420566694628,97,283.68,4,15.26,59.47,23.83,0.87,2
C#56790353865860,250,150.86,4,16.45,9.90,18.48,35.38,3
C#77647181987015,181,14.91,2,1.14,43.66,11.79,0.84,2
C#98637742658272,199,246.29,3,25.19,10.88,21.30,53.03,4
C#46281015951992,201,161.47,12,16.95,27.96,71.30,4.44,4
C#89679158875912,97,170.92,2,17.58,43.96,21.04,1.17,1
C#48738448539439,112,129.42,2,1.08,50.09,10.54,1.15,1
C#96709856675392,149,118.72,1,1.19,56.16,14.18,1.07,2
C#58836564217755,179,1758.14,6,274.25,38.79,19.86,8.66,3
C#12602389760123,172,239.89,9,14.23,48.98,55.94,6.94,3
C#73195385185296,160,249.88,2,7.42,12.79,26.26,22.55,4
C#42194488996652,155,216.84,4,17.71,42.14,21.49,1.25,2
C#5251834447406,178,296.20,3,11.89,12.80,31.77,34.38,2
C#75454007687379,118,259.42,5,7.36,82.72,13.55,1.55,3
C#77237664420719,113,103.16,3,13.95,48.60,16.47,0.76,1
C#50118096986511,182,383.16,5,47.07,44.97,30.22,2.28,7
C#85455484054901,118,224.38,3,21.63,58.48,20.95,1.19,2
C#22728239690007,89,545.53,5,31.54,47.76,27.04,3.35,9
C#30543475893617,109,284.84,2,12.97,39.77,29.29,1.81,3
C#86924903126878,192,358.17,3,21.00,10.32,14.21,48.61,3
C#44939011914012,206,1277.85,10,241.98,13.45,16.10,10.99,3
C#91737315630797,61,349.23,3,41.83,26.20,12.04,2.73,6
C#5579903639005,171,2017.23,5,421.73,53.84,18.93,7.58,5
C#52012543185005,131,182.84,1,13.40,73.44,31.82,0.77,3
C#66791655232551,120,177.33,3,16.31,45.17,13.23,1.49,2
C#12112759203547,126,89.06,6,44.32,33.92,16.01,1.43,9
C#74577208161290,97,88.74,2,0.90,56.06,17.00,1.24,2
C#25656320534436,82,287.93,2,8.40,53.41,13.20,1.34,2
C#23538279492837,93,465.00,2,50.92,28.66,11.45,1.30,12
C#66192065691653,183,156.14,4,8.43,37.14,15.87,1.68,2
C#87967851159748,140,177.53,3,10.79,46.04,23.83,1.26,3
C#46894019886961,131,2000.86,6,332.23,41.29,14.63,7.66,7
C#6647334175386,136,279.03,5,48.91,36.18,15.33,2.74,6
C#79220441298182,178,280.05,3,9.20,66.10,21.08,1.38,2
C#14706857394286,193,64.96,1,1.13,45.26,8.89,1.36,2
C#55357206888003,236,391.86,4,25.74,5.67,25.00,22.64,3
C#46779539249485,88,111.11,2,19.16,34.13,29.12,1.80,2
C#12839196147987,223,79.03,2,19.99,66.27,30.62,0.85,2
C#46949753288705,195,95.70,3,11.43,45.35,20.87,0.81,3
C#3645786967085,126,239.55,6,28.39,13.81,40.53,33.41,3
C#92796934247635,207,161.88,10,14.71,54.57,79.38,11.67,2
C#51846279670285,148,236.25,3,11.87,48.89,18.51,1.71,2
C#69075746727914,184,92.81,2,10.07,77.49,6.52,1.27,2
C#94238364988323,162,84.03,1,1.23,62.10,11.97,1.30,4
C#2500758942631,184,348.13,5,34.25,57.33,22.85,2.27,10
C#83892282084008,249,296.73,3,27.51,17.20,9.27,24.89,4
C#91479768955848,58,216.92,3,14.34,48.69,24.37,0.86,2
C#63588750222396,185,114.97,2,0.85,44.13,15.89,0.63,1
C#89051285866761,182,188.57,3,15.94,44.74,16.42,1.91,2
C#65121627553315,143,177.91,2,13.02,37.57,22.68,2.00,2
C#16694346919662,151,184.30,2,22.15,24.33,23.39,1.31,3
C#79618715483871,172,217.79,3,13.85,36.17,9.86,2.31,3
C#62445481150129,97,252.51,4,9.40,19.03,20.63,1.08,2
C#77882296888790,166,106.87,1,0.95,37.64,13.83,0.70,2
C#6792401933479,192,2144.65,4,196.58,59.15,13.56,9.93,5
C#98327494849953,171,330.66,4,41.36,36.73,16.66,0.58,9
C#96890195427662,63,78.84,2,1.36,45.45,10.05,0.90,2
C#17524261960102,126,306.27,4,20.98,15.03,24.17,32.76,3
C#86002897611369,131,241.92,4,21.72,8.98,22.12,40.78,1
C#77826752342691,160,251.10,4,13.44,51.95,16.23,1.38,1
C#90165064757002,201,1683.30,10,243.90,53.17,16.37,8.74,5
C#26729411578915,156,147.37,1,1.55,45.13,10.97,1.22,2
C#51169870283085,217,130.71,2,15.44,15.08,26.93,45.29,2
C#94920484131514,122,170.09,3,12.12,63.83,25.88,1.56,3
C#825474370413,135,337.90,4,24.96,9.32,28.83,71.61,3
C#88703422922978,143,227.34,4,16.87,34.74,25.73,2.07,3
